Tytuł,Cena,Lokalizacja,Metraż,Piętro,Ogrzewanie,Czynsz,Stan wykończenia,Rynek,Forma własności,Dostępne od,Typ ogłoszeniodawcy,Informacje dodatkowe,Rok budowy,Winda,Rodzaj zabudowy,Materiał budynku,Okna,Media,Opis
Mieszkanie 4-pok. 20min. do centrum Gdańska,399 000 zł,"Orunia-Św. Wojciech-Lipce, Gdańsk, pomorskie",90m²,='parter/1,inne,brak informacji,do wykończenia,pierwotny,pełna własność,brak informacji,prywatny,ogródek taras garaż/miejsce parkingowe internet telefon,2025,nie,dom wolnostojący,silikat,plastikowe,internet telefon
